9, 20, 19, 3
11, 1, 8, 12
9, 20, 14, 15
6, 10, 1, 5
8, 18, 10, 15
13, 7, 15, 10
15, 7, 12, 5
10, 19, 4, 6
15, 17, 5, 10
3, 10, 5, 6
5, 1, 6, 12
9, 12, 16, 1
3, 4, 2, 5
3, 18, 6, 2
12, 16, 8, 13
11, 15, 12, 8
19, 7, 12, 18
4, 12, 8, 15
5, 17, 8, 9
11, 3, 16, 17
8, 19, 11, 1
4, 12, 7, 11
16, 15, 14, 12
17, 1, 19, 12
10, 13, 3, 6
6, 1, 20, 14
17, 9, 5, 12
18, 19, 17, 7
17, 5, 1, 18
15, 11, 19, 12
10, 4, 1, 8
4, 19, 15, 7
3, 2, 12, 18
1, 16, 7, 3
5, 1, 17, 2
9, 13, 15, 2
5, 18, 3, 16
16, 19, 1, 18
2, 18, 5, 3
2, 9, 10, 1
16, 14, 7, 2
10, 8, 14, 12
8, 17, 9, 2
4, 10, 11, 1
15, 7, 16, 9
17, 7, 2, 16
8, 6, 17, 13
14, 3, 7, 20
1, 18, 10, 17
12, 7, 19, 9
11, 13, 18, 4
20, 5, 16, 13
15, 18, 14, 4
11, 17, 16, 7
12, 14, 8, 5
15, 14, 19, 11
2, 19, 5, 18
18, 16, 12, 3
1, 14, 19, 16
11, 12, 6, 10
9, 11, 1, 6
11, 8, 12, 19
5, 3, 11, 2
3, 15, 16, 12
6, 9, 1, 7
7, 19, 8, 2
5, 16, 10, 6
18, 4, 15, 16
1, 3, 12, 15
10, 12, 15, 20
19, 2, 20, 15
14, 3, 7, 1
15, 3, 17, 12
12, 16, 1, 19
5, 7, 6, 15
3, 10, 14, 13
3, 16, 20, 7
9, 15, 11, 8
6, 19, 18, 3
16, 11, 19, 5
17, 5, 3, 19
8, 6, 2, 12
16, 12, 20, 9
12, 13, 11, 17
11, 19, 16, 2
11, 7, 19, 18
16, 20, 3, 6
13, 9, 8, 12
8, 1, 14, 12
14, 18, 8, 7
16, 5, 6, 1
10, 18, 6, 1
7, 12, 2, 19
5, 3, 13, 20
2, 15, 10, 16
18, 20, 19, 16
2, 18, 14, 7
16, 6, 7, 18
10, 3, 12, 1
17, 11, 5, 10
