61, 52, 8, 78
64, 68, 40, 10
79, 55, 50, 46
63, 78, 90, 67
84, 16, 57, 70
95, 49, 63, 83
10, 51, 2, 28
37, 79, 63, 55
83, 82, 36, 30
65, 76, 43, 4
86, 43, 14, 36
79, 15, 9, 35
35, 11, 18, 28
88, 68, 83, 60
35, 81, 70, 78
27, 76, 92, 5
10, 41, 2, 53
31, 84, 16, 91
56, 34, 49, 8
48, 67, 19, 36
1, 64, 48, 82
99, 17, 40, 36
7, 74, 91, 77
94, 66, 7, 91
34, 64, 97, 14
93, 41, 51, 34
12, 20, 37, 82
50, 71, 11, 16
17, 55, 46, 89
51, 70, 48, 83
57, 25, 5, 29
84, 72, 17, 71
58, 46, 43, 56
96, 52, 50, 78
73, 63, 96, 97
52, 1, 35, 84
34, 90, 29, 16
14, 54, 89, 27
93, 64, 7, 31
21, 80, 73, 75
50, 18, 66, 69
85, 99, 57, 26
1, 29, 51, 14
77, 73, 93, 89
90, 48, 26, 91
33, 93, 31, 98
29, 33, 90, 32
77, 34, 2, 9
49, 39, 10, 36
75, 80, 47, 74
11, 49, 3, 64
20, 51, 88, 65
49, 93, 37, 45
76, 90, 23, 16
13, 24, 92, 63
19, 74, 35, 69
1, 94, 43, 68
81, 37, 18, 74
73, 33, 49, 68
52, 5, 23, 87
16, 86, 100, 33
65, 75, 32, 77
22, 27, 68, 39
73, 53, 70, 6
47, 38, 94, 83
39, 80, 56, 83
50, 97, 19, 11
38, 90, 72, 100
55, 49, 68, 81
50, 7, 45, 85
42, 24, 25, 40
47, 71, 52, 2
61, 96, 57, 1
13, 25, 56, 19
43, 84, 28, 26
84, 90, 7, 51
45, 1, 39, 48
59, 93, 96, 100
22, 59, 44, 34
27, 32, 87, 18
54, 67, 71, 72
12, 66, 77, 65
79, 16, 57, 67
90, 46, 4, 45
37, 85, 6, 100
70, 26, 16, 25
57, 99, 51, 49
6, 66, 42, 69
13, 42, 5, 18
49, 34, 22, 7
74, 52, 67, 53
36, 9, 40, 91
52, 22, 65, 87
19, 65, 84, 28
47, 80, 89, 73
75, 3, 43, 76
99, 69, 1, 52
20, 61, 80, 69
84, 61, 6, 13
92, 97, 37, 77
43, 84, 95, 24
10, 51, 53, 56
69, 14, 80, 68
9, 7, 82, 4
54, 81, 17, 58
33, 31, 82, 68
11, 91, 21, 95
12, 95, 24, 15
51, 100, 14, 28
56, 22, 40, 76
74, 5, 16, 62
54, 52, 86, 46
69, 63, 27, 19
6, 35, 92, 52
19, 1, 69, 36
41, 80, 10, 42
90, 96, 55, 62
59, 89, 58, 31
1, 31, 61, 13
68, 41, 49, 4
8, 74, 6, 21
36, 98, 41, 2
51, 42, 4, 49
42, 76, 82, 71
52, 10, 78, 57
50, 95, 24, 73
12, 94, 6, 13
73, 44, 48, 6
27, 52, 35, 59
63, 49, 41, 96
26, 8, 50, 3
7, 35, 74, 54
60, 18, 79, 97
20, 95, 78, 82
5, 47, 6, 38
25, 20, 90, 43
14, 46, 33, 44
23, 62, 99, 79
78, 58, 97, 54
16, 65, 100, 44
32, 69, 89, 53
21, 11, 87, 63
23, 5, 66, 77
14, 48, 36, 19
88, 67, 42, 87
99, 65, 97, 58
24, 47, 10, 68
26, 64, 68, 70
10, 96, 39, 80
100, 60, 43, 46
47, 36, 17, 79
43, 58, 61, 96
57, 9, 75, 29
50, 29, 39, 44
45, 68, 76, 8
42, 78, 91, 44
100, 96, 4, 52
12, 7, 34, 2
48, 17, 51, 77
51, 99, 83, 60
31, 92, 84, 71
85, 60, 20, 6
93, 32, 55, 89
28, 38, 41, 4
32, 12, 94, 8
25, 20, 36, 42
6, 44, 62, 23
94, 100, 24, 61
51, 87, 47, 60
31, 84, 23, 55
55, 35, 64, 88
38, 76, 68, 43
11, 68, 55, 100
48, 37, 35, 38
53, 51, 92, 20
51, 60, 49, 46
31, 96, 57, 90
94, 61, 80, 33
83, 49, 27, 81
60, 15, 6, 5
29, 16, 15, 79
31, 82, 34, 9
27, 35, 10, 59
9, 36, 24, 58
67, 3, 35, 76
61, 84, 69, 45
34, 86, 48, 68
26, 93, 2, 62
8, 60, 47, 40
25, 63, 89, 55
14, 42, 79, 65
15, 89, 86, 41
98, 32, 1, 28
55, 64, 59, 91
56, 27, 49, 6
99, 43, 50, 20
39, 76, 74, 5
68, 22, 58, 10
30, 62, 65, 34
42, 45, 97, 17
3, 26, 40, 51
39, 51, 2, 57
83, 39, 9, 51
37, 25, 11, 45
10, 41, 87, 46
77, 10, 94, 83
59, 95, 18, 80
60, 96, 55, 71
90, 29, 35, 31
53, 76, 79, 57
2, 3, 59, 65
25, 7, 6, 90
38, 35, 95, 9
99, 34, 38, 36
95, 50, 6, 23
91, 55, 89, 38
85, 83, 44, 16
96, 73, 87, 11
85, 87, 33, 98
26, 93, 53, 36
23, 84, 89, 2
19, 22, 28, 50
76, 28, 33, 60
19, 66, 41, 82
30, 48, 67, 54
34, 48, 1, 47
79, 51, 42, 98
71, 43, 86, 56
47, 25, 63, 98
90, 64, 38, 70
89, 99, 79, 83
81, 57, 13, 32
24, 45, 78, 58
51, 59, 89, 68
69, 47, 24, 58
54, 50, 9, 13
25, 31, 16, 35
81, 63, 79, 35
4, 81, 62, 13
68, 52, 11, 56
39, 9, 57, 99
9, 66, 42, 92
68, 1, 31, 51
79, 8, 15, 72
69, 100, 14, 99
30, 56, 11, 99
81, 31, 66, 68
7, 52, 46, 86
47, 98, 38, 14
68, 54, 57, 73
28, 86, 40, 73
31, 9, 52, 13
64, 62, 35, 8
68, 42, 60, 97
21, 42, 19, 24
28, 40, 70, 92
71, 56, 78, 28
65, 24, 11, 100
77, 93, 54, 42
13, 88, 45, 24
49, 83, 84, 16
88, 97, 96, 23
8, 62, 24, 25
53, 32, 40, 47
93, 73, 92, 20
59, 90, 88, 32
1, 70, 64, 99
4, 21, 72, 22
30, 93, 6, 44
62, 61, 99, 8
78, 24, 54, 89
8, 30, 34, 19
25, 71, 54, 41
33, 58, 87, 81
61, 1, 73, 21
2, 75, 94, 23
5, 40, 28, 15
55, 3, 40, 80
50, 44, 75, 71
84, 67, 56, 49
73, 35, 37, 74
83, 15, 68, 93
93, 88, 54, 60
95, 82, 72, 71
100, 74, 63, 41
71, 75, 62, 91
9, 99, 64, 39
23, 64, 53, 67
52, 68, 38, 46
88, 7, 48, 5
83, 17, 25, 5
45, 24, 65, 32
53, 51, 4, 81
15, 13, 79, 94
100, 56, 54, 63
83, 56, 67, 87
22, 75, 14, 94
30, 26, 42, 5
86, 14, 35, 84
43, 81, 19, 50
7, 17, 13, 61
76, 19, 47, 5
22, 79, 74, 43
58, 15, 81, 86
91, 83, 12, 87
7, 93, 58, 100
58, 97, 89, 34
59, 62, 70, 34
5, 24, 33, 91
69, 53, 98, 63
14, 82, 7, 48
39, 44, 100, 49
67, 89, 53, 57
78, 6, 7, 58
35, 41, 84, 24
27, 12, 24, 33
7, 77, 9, 42
98, 23, 96, 6
40, 85, 42, 3
35, 7, 77, 88
41, 68, 18, 16
85, 45, 78, 21
34, 71, 33, 81
7, 41, 17, 6
29, 35, 27, 6
53, 88, 84, 90
73, 23, 82, 14
5, 35, 74, 76
87, 58, 50, 56
30, 51, 66, 37
65, 86, 7, 18
62, 64, 22, 42
77, 83, 66, 99
22, 53, 46, 83
70, 15, 48, 42
84, 20, 89, 73
30, 32, 96, 11
43, 18, 44, 37
15, 46, 85, 5
38, 77, 51, 35
86, 56, 8, 27
20, 82, 22, 42
50, 43, 22, 29
34, 95, 80, 21
83, 19, 82, 57
71, 1, 9, 20
71, 33, 72, 82
2, 27, 16, 40
44, 37, 92, 7
66, 8, 36, 9
51, 1, 89, 65
19, 77, 82, 42
19, 46, 91, 26
20, 84, 17, 31
16, 84, 2, 54
53, 71, 50, 74
59, 96, 97, 78
57, 19, 87, 48
88, 29, 96, 21
78, 26, 35, 69
71, 10, 100, 62
8, 53, 63, 59
65, 57, 17, 45
6, 46, 14, 44
46, 7, 13, 31
57, 76, 49, 94
73, 59, 35, 63
23, 78, 5, 71
37, 35, 17, 77
51, 83, 94, 6
48, 90, 26, 47
83, 43, 80, 25
21, 99, 45, 73
1, 31, 10, 36
27, 19, 26, 17
47, 39, 16, 38
42, 90, 85, 16
55, 82, 7, 16
65, 70, 61, 78
16, 54, 53, 24
42, 79, 78, 95
71, 4, 57, 24
30, 29, 26, 50
20, 59, 53, 12
26, 100, 63, 48
59, 27, 5, 96
44, 98, 5, 85
1, 45, 65, 40
76, 18, 40, 71
45, 70, 74, 98
80, 60, 99, 32
28, 39, 20, 43
24, 66, 67, 89
23, 55, 12, 5
70, 51, 14, 4
59, 57, 77, 56
94, 1, 52, 19
81, 58, 19, 18
21, 56, 5, 43
9, 97, 76, 22
4, 75, 14, 3
13, 40, 4, 83
20, 93, 6, 41
68, 65, 83, 19
14, 83, 100, 84
4, 76, 78, 67
70, 76, 41, 54
33, 54, 56, 61
92, 30, 48, 75
81, 61, 27, 17
92, 73, 78, 28
77, 75, 43, 69
93, 42, 57, 92
95, 19, 74, 33
74, 23, 71, 56
61, 41, 24, 64
71, 24, 90, 83
16, 97, 40, 55
19, 83, 13, 25
59, 80, 2, 40
4, 59, 50, 78
75, 14, 95, 70
99, 62, 98, 7
90, 2, 40, 12
47, 53, 51, 17
63, 80, 30, 13
74, 68, 24, 53
85, 5, 91, 75
54, 44, 80, 69
4, 89, 26, 10
63, 71, 50, 21
61, 25, 14, 57
25, 84, 31, 8
69, 90, 24, 11
45, 94, 8, 19
25, 27, 7, 73
4, 88, 28, 90
81, 29, 72, 35
89, 67, 17, 55
69, 60, 42, 56
89, 56, 73, 97
46, 75, 24, 99
54, 53, 92, 16
49, 52, 46, 3
10, 69, 2, 45
59, 74, 77, 72
28, 7, 6, 3
29, 88, 48, 100
26, 88, 82, 11
39, 70, 21, 96
1, 56, 73, 100
42, 91, 66, 31
69, 12, 27, 80
63, 15, 60, 95
45, 61, 64, 50
71, 26, 60, 58
74, 66, 79, 99
84, 23, 93, 76
92, 73, 36, 22
74, 40, 66, 49
84, 74, 3, 26
6, 36, 60, 41
83, 5, 79, 20
95, 45, 38, 62
60, 89, 15, 98
82, 56, 50, 71
79, 100, 73, 53
33, 46, 8, 39
2, 27, 52, 86
78, 50, 3, 24
99, 84, 12, 5
73, 100, 45, 38
82, 15, 67, 71
63, 27, 25, 82
33, 8, 21, 65
26, 30, 87, 77
82, 62, 42, 27
22, 44, 93, 21
45, 37, 93, 5
91, 22, 62, 18
88, 96, 100, 34
60, 53, 59, 31
78, 79, 14, 33
53, 40, 88, 22
91, 77, 43, 64
57, 12, 82, 23
97, 46, 76, 47
74, 62, 60, 54
90, 71, 14, 28
70, 1, 25, 78
3, 47, 77, 74
63, 85, 95, 67
15, 17, 93, 7
55, 34, 43, 6
7, 12, 19, 67
73, 99, 43, 93
71, 26, 36, 33
3, 8, 9, 12
88, 46, 96, 74
30, 33, 26, 9
95, 66, 64, 49
89, 63, 13, 32
22, 43, 96, 6
60, 34, 77, 92
74, 1, 77, 15
75, 45, 26, 40
97, 4, 2, 64
28, 79, 31, 3
18, 2, 14, 65
66, 98, 16, 37
78, 98, 71, 89
64, 99, 27, 95
22, 71, 69, 65
73, 18, 82, 43
79, 29, 50, 1
71, 78, 85, 64
68, 29, 53, 26
3, 19, 53, 42
97, 52, 31, 66
23, 98, 70, 32
9, 24, 74, 45
11, 59, 93, 57
30, 83, 51, 13
52, 88, 44, 6
69, 92, 50, 73
20, 60, 97, 11
13, 69, 48, 88
17, 51, 57, 86
30, 69, 40, 21
57, 48, 33, 100
67, 23, 90, 19
52, 95, 36, 26
75, 65, 32, 92
52, 54, 80, 46
81, 89, 87, 20
26, 50, 94, 32
